category,title,description,blogger,date,link,sentiment_score,sentiment_interpretation,search_query,search_lang,collected_at,platform,sort_option,sentiment_method
에너지-조명,한국으로 오는 原油항로,한국으로 오는 原油항로 한국으로 오는 原油항로(1) 韓國으로 오는 原油航路 - 길은 외줄기 뱃길 3萬里 韓國經濟 生命線은 안전한가 이 나라의 목숨은 한 가닥 생명선에 매달려 있다. 이 외줄이 끊어지는 날... ,몽고소년,20090423,https://blog.naver.com/hanmailhan/90046101893,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,3장. 자동차의 구조 [운전면허 필기시험],핸드브레이크: 자동차를 주차시키거나 언덕길 출발 또는 풋(발) 브레이크가 듣지않을 때 비상용으로... 조향 및 제동장치 조향장치: 조향장치는 자동차의 진행방향을 바꾸어주는 장치로서 운전자가 핸들을 돌려... ,운전면허&초보운전정보[노원운전면허학원],20090427,https://blog.naver.com/nowoncar/120067529911,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,우면산의 봄 9,삼성전자가 글로벌 시장에서 두각을 나타내게 된 이유가 있다. 다음 기사를 보자! 아프리카는 전력사정 때문에 곧잘 전기가 끊기는 곳이 많다.그래서 많은 사람들이 비상용 손전등이 장착돼 있고 대용량의... ,역사에게 길을 묻다,20090428,https://blog.naver.com/pds2402/10046483150,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,한국으로 오는 原油항로,한국으로 오는 原油항로 한국으로 오는 原油항로(1) 韓國으로 오는 原油航路 - 길은 외줄기 뱃길 3萬里 韓國經濟 生命線은 안전한가 이 나라의 목숨은 한 가닥 생명선에 매달려 있다. 이 외줄이 끊어지는 날... ,최첨단의료복합휴양도시 복지자료실,20090731,https://blog.naver.com/mongolboy/85741932,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,실속정보 네티즌이 추천하는 랜턴,보내세용~~~♡ 랜턴 네티즌이 뽑은 베스트사이트 비싼 헤드랜턴과 손전등 어느게 더 밝나요? 여름에... [자가발전후레쉬] 자가발전 후레쉬는 베터리 없이 자체충전이 가능한 비상용 랜턴입니다. 사용시간이... ,ptk56l님의블로그,20110311,https://blog.naver.com/ptk56l/40125095588,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,생존물품  리스트,"판쵸우의, 자가발전 손전등, 나침반, 망원경, 호루라기, 손톱깍기, 고도계, 소형라디오 다목적 로프, 증류 집수용 호스(2미터), 가위, 손목시계(톱니:무전지), 숫돌, 비상용 안경(눈 나쁘신분) 방진 마스크 5)... ",아랑님의 블로그,20110405,https://blog.naver.com/ssoi123/90110769343,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,라디오를 듣다,손전등이 하나 있지만 20~30년쯤은 된 것이라 건전지를 교체해도 신통치 않다. 생각은 하면서 미루기만 하던 비상용 랜턴. 그걸 이번에 구입했다. 자가발전 led 랜턴이란다. 손잡이가 달려 있어 그걸 돌리면 충전이... ,김재찬 * 모든 사라질 것들에 대한 묵시(默示),20110501,https://blog.naver.com/korea1033/140128793569,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,대박추천! 자가발전손전등 고급정보 찾아가기!,손전등 어느게 더 밝나요? 번거럽게 조절하실 필요성도 없습니다. 30G의 가벼운 무게로 휴대또한 용이합니다. [자가발전후레쉬] 자가발전 후레쉬는 베터리 없이 자체충전이 가능한 비상용 랜턴입니다.... ,l6ucb6님의블로그,20110502,https://blog.naver.com/l6ucb6/80129399014,3,"전반적으로 강한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기능과 활용도에 대한 만족도가 높습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"개발실적 1999~2023 [루트아이템,기구설계,목업,신제품개발... ",안면윤곽교정장치 / 핸드레일 발전기 / USB 포트락(분리키) / O링 테스트 장치 / 차량용 블루투스 리모컨 / 가스감지기 / 듀얼도어 / 에어안장 / 자가 발전 비상탈출구 표시장치 / 자동 개폐장치 / 분실방지용... ,(정부지원사업)제품개발전문 (주)루트아이템,20110801,https://blog.naver.com/ideajin/110114775452,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,(트릭스터) 내가 이런 것도 작성했었네 지우기 아까우니까... ,해적단B 자가발전 배터리 5 거북이엑기스F 25 전체 동굴길 하르콘 목걸이 1 하르콘 장신구 3 하르콘... 8 비상용 랜턴 4 삼겹살 1 반주 1 빗 1 쓰레기 100 Win32웜 키보드의 G 키보드의 H 키보드의 O 키보드의... ,헐,20110811,https://blog.naver.com/dslrjfk5536/80137003256,-2,"전반적으로 부정적인 경향이 강하게 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 성능, 사용성, 만족도 측면의 불만이 두드러집니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,재해 재난 대비품목,"조명관련: 양초 및 오일을사용하는 등화류 및 자가발전랜턴(라디오기능포함) 연료보관용 용기류 5.... 손전등이나, 양초 같은거 필수라고 생각합니다. 아힝흥행 : 물,소금, 음식,서바이벌 나이프,손전등... ",미국 지진 대피하라! 도망쳐라! 해안지역을 피하라,20111011,https://blog.naver.com/loversososo/120142025264,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,pc서버 ㄷㅏΑ운 다운로드⌒ю,"오절이 움직이지 못하는 이유가 그 때문이고,이들의 행동을 막은자가 살수라는 것도 알 수 있었다.?곽영은 갑자기 강해진 압력으로 인해 조금 놀란 표정을 지었다.곽영은... ",ytzobee님의블로그,20111203,https://blog.naver.com/ytzobee/30126717788,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"덩치는 작지만 속이 넓은 차, 기아 레이 시승기","따라올 자가 없습니다. 하지만 이렇게 화려하게 구성해 놔도 주차에는 자신 없는 초보자들이 분명... 물론 경차이기 때문에 시트 조절은 모두 수동으로 이뤄집니다. 높낮이 기능도 다 수동이죠. 아니,",쏘타람다의 블로그,20120201,https://blog.naver.com/kim5353/80151887850,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"2012 재난대비 생존 물품 리스트,생존 배낭","파트 * - 비상용 화학조명등(12시간 지속형) - 3개 - 휴대폰 충전 라디오사이렌 발전등(자가발전용... 및 랜턴) 수저/코펠/컵 비닐(지물포:비가림용, 천막용, 텐트의 바닥시트용등) 모기덫(장), 모기피하는약... ",사진과 여행하기,20120705,https://blog.naver.com/woorikangsan/20161390406,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,클룬 led 랜턴. 겉만 예쁜 태양광 충전 랜턴.,수동 자가발전 충전기 1분 (120회 회전시) 3개 모드로 15~ 20 분 6개 모드로 5~ 10분.... 이거 참 대체 안에 들은 충전지가 몇 mah 이기에 이런 성능인지.. 싶지만. 밝기가 조금 밝은 랜턴이라면 괜찮은 성능일수도... ,린군의 무한잡담 창고,20120719,https://blog.naver.com/guruguruboy/140163823309,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,집에 상비해야 할 비상 제품들,●충전식 랜턴_ 건전지 없이 랜턴에 있는 버튼을 누르면 자동으로 충전된다. FM 라디오 기능과 휴대전화 충전 기능을 갖춘 자가 발전 손전등으로 대략 3만원대. ●응급의료정보센터_ 1339. 휴대전화 사용 시 각... ,JESSIE STORY,20120730,https://blog.naver.com/jessieyhong/90148615137,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[행동지침] 좀비 아포칼립스,"또, 면역 보유자가 존재하는지, 좀비와 한두번 정도 접촉이 있더라도 운이 좋으면 감염되지 않을 수... &lt;del&gt;사소한(?) 문제점은 보통 이런 수용시설은 감염자가 감염을 숨기고 들어오거나 좀비의 대군단이... ",윤미,20121120,https://blog.naver.com/ymi790/150152123759,-1,"대체로 약한 부정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 일부 기능·편의성·성능에 대한 아쉬움이 보고됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,영문 철도용어 :: Civil Engineering,"(電 발전기 등의) 고정자/회전자 stator/rotor 155 Mbps Synchronous Optic Rapter 1단... 계약자가 준비한 설계, 계획, 사양, 도면 및 지침서 Contractor Prepared Designs, Plans... ",Civil Engineering :: Civil Engineering,20130408,https://civileng7.tistory.com/2708,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,자가발전 휴대폰 USB... 2000 핸드터빈 보조배터리... ,제가 자가발전식 타회사 충전기를 사용중 충전이 너무느려 핸들을 미친듯이빨리 돌려보았더니 30... 충전은 수동으로만 돠나요? 아니면 아답타나 usb포트를 통해서도 할수 있나요? 2. 비상용으로... ,T H E · I M P R E S S I O N · I S S U E,20130627,https://blog.naver.com/youseok0/10171195034,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,골제로랜턴 - 다이나모LED랜턴-다이나모랜턴[캠프채널],"충전방식은 콘센트(220v),시거잭(12v),핸드 크랭크를 이용한 자가 발전이 가능한 LED랜턴 입니다. 그리고 솔라패널을 이용하여 충전이 가능하지만 솔라판넬은 별도 구매해야하는 번거러움이 있습니다.(골제로... ",써니 이야기 창고,20130704,https://blog.naver.com/hks770604/20191015143,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,▒자가발전 자전거// 자가발전 자전거 [필드림] 긴급 정전시... ,아주 드물게 갑자기 정전이 되는 경우가 있습니다.이때에는 여느집이나 비상용 후레쉬나 양초를... 자 이제 후레쉬에 빛을 내기 위한 수동 자가 발전을 시작해 봅니다. 한손은 후레쉬 몸체를 잡고 다른 한손은... ,상식과 정보,20130707,https://blog.naver.com/ckaghltnf62/10171807603,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,건전지 필요없는 비상용 자가발전 LED 랜턴(손전등),"이렇게 손에 딱 맞는 LED 랜턴을 겨우 찾았군요. NETmate 비상용 자가발전 3구 LED 손전등 NM-KHT027 LED 손전등 겉모습은 단순합니다. ON/OFF 전원 스위치와 앞면에 LED 세 개, 뒷부분에 손목 스트랩, 전원 스위치... ",강자의 IT놀이,20130722,https://blog.naver.com/kwshop88/100192483773,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,전기공사 표준시방서 용어 정의,"밖에서 수동으로 전로의 개폐 및 자동차단 후에 복귀가 가능한 것을 말한다. (17) 단락전류(短落電流... 것을, 비상용 자가발전장치는 상용전원이 차단된 경우에만 사용하는 것으로서 왕복동 내연기관 또는... ",魯翰九의 블로그,20130802,https://blog.naver.com/nohan9/60197204183,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,[자가발전 손전등] 자가발전 손전등의 원리(무서운 이야기... ,불꺼놓고 촛불..은 더 더울것 같으니 랜턴 하나와 함께 보시는 건 어떨까요. NETmate 비상용 자가발전 LED 손전등 NM-KHT039 굳이 무서운 이야기 보는데 자가발전 손전등을 추천한 이유가 있습니다. 흔들어서... ,강자의 놀이터,20130816,https://blog.naver.com/kwshop88/100194186398,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,토브 에코 랜턴 체험기,손전등 용도로 사용하는 3구 LED 스포트 라이트는 18 루멘의 밝기이며 완충 시 약 5시간 30분을 사용할... 아래는 토브 에코 랜턴의 자가 발전용 크랭킹 핸들을 꺼낸 모습입니다. 이 핸들을 1초당 3회의 속도로... ,서민3호님의 블로그,20130926,https://blog.naver.com/shs2473/130176778441,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,"태양광,자가,건전지,시거잭 충전이가능한 36LED 캠핑랜턴... ","캠핑랜턴 추천 ! 태양광,수동충전, 차량용시거잭충전, 건전지 모두가능한 36LED 캠핑랜턴 체험단을... 충전이 필요한 상태이지만 태양빛도 전기장치도 없을 경우 비상용 자가발전기용 크랭크를 이용하여... ",모두의이벤트,20131008,https://blog.naver.com/vmdailykorea/80199435549,1,"대체로 약한 긍정 경향이 나타나며, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에서 기본적인 효용과 실용성이 인정됩니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
에너지-조명,GSI outdoor - Java press,이는 핸드드립했을때 정도 빠져나오는 미세한 가루의 양 정도이며 거의 안빠진다고 보시면 됩니다... 이튼 자가발전 라디오의 수동크랭크를 돌려 차가 우러나는 약 5분여동안 미친듯이 돌려 줍니다 차 마실때... ,survival and sniper instructor,20131209,https://blog.naver.com/rokarmylee/130181370834,0,"긍정과 부정이 혼재하거나 뚜렷한 감정 표현이 적어, 에너지-조명(수동발전 랜턴 등) 제품에 대한 평가에 대해 중립에 가까운 평가가 많습니다.",수동발전 랜턴 핸드크랭크 랜턴 비상용 랜턴 자가발전 랜턴 손전등 비상용 손전등,ko,2025-01-15,naver_blog,date,rule_based_custom_korean_lexicon_v1
